split,image_path,mask_path,width,height,image_channels,mask_channels,image_format,mask_format,image_size_kb,mask_size_kb,masked_pixels,mask_ratio
train,train/images/nail_train_000068.jpg,train/masks/nail_train_000068.png,640,640,3,1,JPEG,PNG,22.78,1.79,20499,0.050046
train,train/images/nail_train_000069.jpg,train/masks/nail_train_000069.png,640,640,3,1,JPEG,PNG,23.58,3.07,37885,0.092493
train,train/images/nail_train_000070.jpg,train/masks/nail_train_000070.png,640,640,3,1,JPEG,PNG,21.42,3.09,37839,0.09238
train,train/images/nail_train_000071.jpg,train/masks/nail_train_000071.png,640,640,3,1,JPEG,PNG,36.33,3.68,40433,0.098713
train,train/images/nail_train_000072.jpg,train/masks/nail_train_000072.png,640,640,3,1,JPEG,PNG,35.46,3.26,40592,0.099102
train,train/images/nail_train_000073.jpg,train/masks/nail_train_000073.png,640,640,3,1,JPEG,PNG,30.69,1.96,14621,0.035696
train,train/images/nail_train_000074.jpg,train/masks/nail_train_000074.png,640,640,3,1,JPEG,PNG,29.36,1.9,14730,0.035962
train,train/images/nail_train_000075.jpg,train/masks/nail_train_000075.png,640,640,3,1,JPEG,PNG,29.53,3.52,66809,0.163108
train,train/images/nail_train_000076.jpg,train/masks/nail_train_000076.png,640,640,3,1,JPEG,PNG,31.06,3.99,66498,0.162349
train,train/images/nail_train_000077.jpg,train/masks/nail_train_000077.png,640,640,3,1,JPEG,PNG,29.93,1.52,9103,0.022224
train,train/images/nail_train_000078.jpg,train/masks/nail_train_000078.png,640,640,3,1,JPEG,PNG,27.79,1.55,9125,0.022278
train,train/images/nail_train_000081.jpg,train/masks/nail_train_000081.png,640,640,3,1,JPEG,PNG,51.99,1.56,6220,0.015186
train,train/images/nail_train_000082.jpg,train/masks/nail_train_000082.png,640,640,3,1,JPEG,PNG,47.55,1.53,6202,0.015142
train,train/images/nail_train_000083.jpg,train/masks/nail_train_000083.png,640,640,3,1,JPEG,PNG,32.43,1.29,3340,0.008154
train,train/images/nail_train_000084.jpg,train/masks/nail_train_000084.png,640,640,3,1,JPEG,PNG,30.82,1.23,3344,0.008164
train,train/images/nail_train_000085.jpg,train/masks/nail_train_000085.png,640,640,3,1,JPEG,PNG,30.9,1.51,4557,0.011125
train,train/images/nail_train_000086.jpg,train/masks/nail_train_000086.png,640,640,3,1,JPEG,PNG,21.01,1.49,4572,0.011162
train,train/images/nail_train_000087.jpg,train/masks/nail_train_000087.png,640,640,3,1,JPEG,PNG,28.98,3.03,39175,0.095642
train,train/images/nail_train_000088.jpg,train/masks/nail_train_000088.png,640,640,3,1,JPEG,PNG,30.29,3.16,39161,0.095608
train,train/images/nail_train_000089.jpg,train/masks/nail_train_000089.png,640,640,3,1,JPEG,PNG,37.53,1.13,2503,0.006111
train,train/images/nail_train_000090.jpg,train/masks/nail_train_000090.png,640,640,3,1,JPEG,PNG,49.37,1.14,2499,0.006101
train,train/images/nail_train_000092.jpg,train/masks/nail_train_000092.png,640,640,3,1,JPEG,PNG,24.73,1.07,1850,0.004517
train,train/images/nail_train_000093.jpg,train/masks/nail_train_000093.png,640,640,3,1,JPEG,PNG,18.44,1.41,2478,0.00605
train,train/images/nail_train_000094.jpg,train/masks/nail_train_000094.png,640,640,3,1,JPEG,PNG,20.52,1.34,2482,0.00606
train,train/images/nail_train_000095.jpg,train/masks/nail_train_000095.png,640,640,3,1,JPEG,PNG,22.01,2.04,8315,0.0203
train,train/images/nail_train_000096.jpg,train/masks/nail_train_000096.png,640,640,3,1,JPEG,PNG,25.13,2.01,8330,0.020337
train,train/images/nail_train_000097.jpg,train/masks/nail_train_000097.png,640,640,3,1,JPEG,PNG,25.77,2.76,25724,0.062803
train,train/images/nail_train_000099.jpg,train/masks/nail_train_000099.png,640,640,3,1,JPEG,PNG,22.29,1.93,9997,0.024407
train,train/images/nail_train_000100.jpg,train/masks/nail_train_000100.png,640,640,3,1,JPEG,PNG,24.85,1.91,9980,0.024365
train,train/images/nail_train_000101.jpg,train/masks/nail_train_000101.png,640,640,3,1,JPEG,PNG,45.63,3.35,52788,0.128877
train,train/images/nail_train_000102.jpg,train/masks/nail_train_000102.png,640,640,3,1,JPEG,PNG,31.8,3.68,52773,0.12884
train,train/images/nail_train_000104.jpg,train/masks/nail_train_000104.png,640,640,3,1,JPEG,PNG,46.47,1.4,4630,0.011304
train,train/images/nail_train_000105.jpg,train/masks/nail_train_000105.png,640,640,3,1,JPEG,PNG,29.36,2.1,19136,0.046719
train,train/images/nail_train_000106.jpg,train/masks/nail_train_000106.png,640,640,3,1,JPEG,PNG,30.51,2,19192,0.046855
train,train/images/nail_train_000107.jpg,train/masks/nail_train_000107.png,640,640,3,1,JPEG,PNG,29.48,2.7,24724,0.060361
train,train/images/nail_train_000108.jpg,train/masks/nail_train_000108.png,640,640,3,1,JPEG,PNG,32.72,2.49,24766,0.060464
train,train/images/nail_train_000109.jpg,train/masks/nail_train_000109.png,640,640,3,1,JPEG,PNG,22.62,3.13,51638,0.126069
train,train/images/nail_train_000110.jpg,train/masks/nail_train_000110.png,640,640,3,1,JPEG,PNG,23.19,2.93,51831,0.126541
train,train/images/nail_train_000111.jpg,train/masks/nail_train_000111.png,640,640,3,1,JPEG,PNG,30.97,1.97,13639,0.033298
train,train/images/nail_train_000113.jpg,train/masks/nail_train_000113.png,640,640,3,1,JPEG,PNG,31.21,1.96,12066,0.029458
train,train/images/nail_train_000114.jpg,train/masks/nail_train_000114.png,640,640,3,1,JPEG,PNG,32.73,1.95,12015,0.029333
train,train/images/nail_train_000116.jpg,train/masks/nail_train_000116.png,640,640,3,1,JPEG,PNG,28.25,3.17,45544,0.111191
train,train/images/nail_train_000118.jpg,train/masks/nail_train_000118.png,640,640,3,1,JPEG,PNG,34.26,1.64,9202,0.022466
train,train/images/nail_train_000119.jpg,train/masks/nail_train_000119.png,640,640,3,1,JPEG,PNG,24.8,1.96,18127,0.044255
train,train/images/nail_train_000120.jpg,train/masks/nail_train_000120.png,640,640,3,1,JPEG,PNG,25.29,2.06,18120,0.044238
train,train/images/nail_train_000121.jpg,train/masks/nail_train_000121.png,640,640,3,1,JPEG,PNG,28.67,1.97,11192,0.027324
train,train/images/nail_train_000122.jpg,train/masks/nail_train_000122.png,640,640,3,1,JPEG,PNG,27.56,1.88,11219,0.02739
train,train/images/nail_train_000123.jpg,train/masks/nail_train_000123.png,640,640,3,1,JPEG,PNG,32.44,2.58,24302,0.059331
train,train/images/nail_train_000124.jpg,train/masks/nail_train_000124.png,640,640,3,1,JPEG,PNG,34.47,2.56,24297,0.059319
train,train/images/nail_train_000127.jpg,train/masks/nail_train_000127.png,640,640,3,1,JPEG,PNG,26.29,3.67,58723,0.143367
train,train/images/nail_train_000128.jpg,train/masks/nail_train_000128.png,640,640,3,1,JPEG,PNG,33.32,3.8,59224,0.14459
train,train/images/nail_train_000129.jpg,train/masks/nail_train_000129.png,640,640,3,1,JPEG,PNG,24.74,2.52,21814,0.053257
train,train/images/nail_train_000130.jpg,train/masks/nail_train_000130.png,640,640,3,1,JPEG,PNG,22.73,2.41,21837,0.053313
train,train/images/nail_train_000132.jpg,train/masks/nail_train_000132.png,640,640,3,1,JPEG,PNG,41.28,1.44,7915,0.019324
train,train/images/nail_train_000133.jpg,train/masks/nail_train_000133.png,640,640,3,1,JPEG,PNG,26.69,2.94,27424,0.066953
train,train/images/nail_train_000134.jpg,train/masks/nail_train_000134.png,640,640,3,1,JPEG,PNG,23.42,2.64,27373,0.066829
train,train/images/nail_train_000137.jpg,train/masks/nail_train_000137.png,640,640,3,1,JPEG,PNG,23.86,3.69,45115,0.110144
train,train/images/nail_train_000138.jpg,train/masks/nail_train_000138.png,640,640,3,1,JPEG,PNG,24.38,3.7,45183,0.11031
train,train/images/nail_train_000139.jpg,train/masks/nail_train_000139.png,640,640,3,1,JPEG,PNG,21.88,2.99,31459,0.076804
train,train/images/nail_train_000140.jpg,train/masks/nail_train_000140.png,640,640,3,1,JPEG,PNG,23.41,2.94,31540,0.077002
train,train/images/nail_train_000141.jpg,train/masks/nail_train_000141.png,640,640,3,1,JPEG,PNG,29.89,3.07,37770,0.092212
train,train/images/nail_train_000142.jpg,train/masks/nail_train_000142.png,640,640,3,1,JPEG,PNG,26.43,3.08,37898,0.092524
train,train/images/nail_train_000143.jpg,train/masks/nail_train_000143.png,640,640,3,1,JPEG,PNG,29.09,2.93,37217,0.090862
train,train/images/nail_train_000144.jpg,train/masks/nail_train_000144.png,640,640,3,1,JPEG,PNG,29.31,3.12,37165,0.090735
train,train/images/nail_train_000145.jpg,train/masks/nail_train_000145.png,640,640,3,1,JPEG,PNG,24.61,3.05,34780,0.084912
train,train/images/nail_train_000146.jpg,train/masks/nail_train_000146.png,640,640,3,1,JPEG,PNG,24.29,2.58,35039,0.085544
train,train/images/nail_train_000147.jpg,train/masks/nail_train_000147.png,640,640,3,1,JPEG,PNG,27.39,2.82,38965,0.095129
train,train/images/nail_train_000148.jpg,train/masks/nail_train_000148.png,640,640,3,1,JPEG,PNG,31.06,2.75,39244,0.095811
train,train/images/nail_train_000149.jpg,train/masks/nail_train_000149.png,640,640,3,1,JPEG,PNG,21.96,2.41,23258,0.056782
train,train/images/nail_train_000150.jpg,train/masks/nail_train_000150.png,640,640,3,1,JPEG,PNG,23.94,2.82,23253,0.05677
train,train/images/nail_train_000151.jpg,train/masks/nail_train_000151.png,640,640,3,1,JPEG,PNG,23.46,1.72,8388,0.020479
train,train/images/nail_train_000152.jpg,train/masks/nail_train_000152.png,640,640,3,1,JPEG,PNG,21.53,1.7,8335,0.020349
train,train/images/nail_train_000153.jpg,train/masks/nail_train_000153.png,640,640,3,1,JPEG,PNG,21.99,2.77,23225,0.056702
train,train/images/nail_train_000154.jpg,train/masks/nail_train_000154.png,640,640,3,1,JPEG,PNG,24.24,2.87,23282,0.056841
train,train/images/nail_train_000155.jpg,train/masks/nail_train_000155.png,640,640,3,1,JPEG,PNG,27.39,2.63,29413,0.071809
train,train/images/nail_train_000156.jpg,train/masks/nail_train_000156.png,640,640,3,1,JPEG,PNG,26.73,2.7,29364,0.071689
train,train/images/nail_train_000157.jpg,train/masks/nail_train_000157.png,640,640,3,1,JPEG,PNG,28.42,2.63,33461,0.081692
train,train/images/nail_train_000158.jpg,train/masks/nail_train_000158.png,640,640,3,1,JPEG,PNG,27.99,2.64,33478,0.081733
train,train/images/nail_train_000159.jpg,train/masks/nail_train_000159.png,640,640,3,1,JPEG,PNG,24.71,1.79,15700,0.03833
train,train/images/nail_train_000160.jpg,train/masks/nail_train_000160.png,640,640,3,1,JPEG,PNG,22.84,2.42,15681,0.038284
train,train/images/nail_train_000161.jpg,train/masks/nail_train_000161.png,640,640,3,1,JPEG,PNG,40.64,1.81,11404,0.027842
train,train/images/nail_train_000162.jpg,train/masks/nail_train_000162.png,640,640,3,1,JPEG,PNG,39.3,1.83,11414,0.027866
train,train/images/nail_train_000163.jpg,train/masks/nail_train_000163.png,640,640,3,1,JPEG,PNG,30.42,2.48,18981,0.04634
train,train/images/nail_train_000164.jpg,train/masks/nail_train_000164.png,640,640,3,1,JPEG,PNG,28.4,2.47,18947,0.046257
train,train/images/nail_train_000166.jpg,train/masks/nail_train_000166.png,640,640,3,1,JPEG,PNG,30.23,1.73,10272,0.025078
train,train/images/nail_train_000167.jpg,train/masks/nail_train_000167.png,640,640,3,1,JPEG,PNG,29.96,1.46,16086,0.039272
train,train/images/nail_train_000168.jpg,train/masks/nail_train_000168.png,640,640,3,1,JPEG,PNG,34.4,1.56,16144,0.039414
train,train/images/nail_train_000169.jpg,train/masks/nail_train_000169.png,640,640,3,1,JPEG,PNG,32.33,1.76,15581,0.03804
train,train/images/nail_train_000170.jpg,train/masks/nail_train_000170.png,640,640,3,1,JPEG,PNG,34.75,2.1,15528,0.03791
train,train/images/nail_train_000171.jpg,train/masks/nail_train_000171.png,640,640,3,1,JPEG,PNG,25.53,1.99,18533,0.045247
train,train/images/nail_train_000172.jpg,train/masks/nail_train_000172.png,640,640,3,1,JPEG,PNG,27.7,2.02,18560,0.045312
train,train/images/nail_train_000173.jpg,train/masks/nail_train_000173.png,640,640,3,1,JPEG,PNG,33.16,1.9,12839,0.031345
train,train/images/nail_train_000174.jpg,train/masks/nail_train_000174.png,640,640,3,1,JPEG,PNG,27.84,1.91,12822,0.031304
train,train/images/nail_train_000175.jpg,train/masks/nail_train_000175.png,640,640,3,1,JPEG,PNG,21.58,1.75,24102,0.058843
train,train/images/nail_train_000176.jpg,train/masks/nail_train_000176.png,640,640,3,1,JPEG,PNG,24.95,1.92,24021,0.058645
train,train/images/nail_train_000177.jpg,train/masks/nail_train_000177.png,640,640,3,1,JPEG,PNG,27.95,2.14,21154,0.051646
train,train/images/nail_train_000180.jpg,train/masks/nail_train_000180.png,640,640,3,1,JPEG,PNG,22.35,2.26,19105,0.046643
train,train/images/nail_train_000181.jpg,train/masks/nail_train_000181.png,640,640,3,1,JPEG,PNG,36.02,2.03,16919,0.041306
train,train/images/nail_train_000182.jpg,train/masks/nail_train_000182.png,640,640,3,1,JPEG,PNG,33.5,2.4,16871,0.041189
train,train/images/nail_train_000183.jpg,train/masks/nail_train_000183.png,640,640,3,1,JPEG,PNG,33.75,3.04,28666,0.069985
train,train/images/nail_train_000184.jpg,train/masks/nail_train_000184.png,640,640,3,1,JPEG,PNG,36.73,3.11,28615,0.069861
train,train/images/nail_train_000186.jpg,train/masks/nail_train_000186.png,640,640,3,1,JPEG,PNG,24.71,2.04,13317,0.032512
train,train/images/nail_train_000187.jpg,train/masks/nail_train_000187.png,640,640,3,1,JPEG,PNG,34.19,2.07,16378,0.039985
train,train/images/nail_train_000188.jpg,train/masks/nail_train_000188.png,640,640,3,1,JPEG,PNG,32.33,2.03,16301,0.039797
train,train/images/nail_train_000189.jpg,train/masks/nail_train_000189.png,640,640,3,1,JPEG,PNG,26.75,1.17,4946,0.012075
train,train/images/nail_train_000190.jpg,train/masks/nail_train_000190.png,640,640,3,1,JPEG,PNG,26.32,1.37,4958,0.012104
train,train/images/nail_train_000191.jpg,train/masks/nail_train_000191.png,640,640,3,1,JPEG,PNG,26.57,1.58,14965,0.036536
train,train/images/nail_train_000192.jpg,train/masks/nail_train_000192.png,640,640,3,1,JPEG,PNG,23.18,1.57,14999,0.036619
train,train/images/nail_train_000193.jpg,train/masks/nail_train_000193.png,640,640,3,1,JPEG,PNG,24.35,2.53,33323,0.081355
train,train/images/nail_train_000194.jpg,train/masks/nail_train_000194.png,640,640,3,1,JPEG,PNG,25.34,2.72,33330,0.081372
train,train/images/nail_train_000195.jpg,train/masks/nail_train_000195.png,640,640,3,1,JPEG,PNG,28.52,3.57,49609,0.121116
train,train/images/nail_train_000196.jpg,train/masks/nail_train_000196.png,640,640,3,1,JPEG,PNG,29.62,3.34,49296,0.120352
train,train/images/nail_train_000197.jpg,train/masks/nail_train_000197.png,640,640,3,1,JPEG,PNG,29.01,2.05,10416,0.02543
train,train/images/nail_train_000198.jpg,train/masks/nail_train_000198.png,640,640,3,1,JPEG,PNG,36.42,2.24,10425,0.025452
train,train/images/nail_train_000199.jpg,train/masks/nail_train_000199.png,640,640,3,1,JPEG,PNG,28.35,1.82,13448,0.032832
train,train/images/nail_train_000200.jpg,train/masks/nail_train_000200.png,640,640,3,1,JPEG,PNG,29.21,1.93,13474,0.032896
train,train/images/nail_train_000201.jpg,train/masks/nail_train_000201.png,640,640,3,1,JPEG,PNG,28.87,2.82,23855,0.05824
train,train/images/nail_train_000202.jpg,train/masks/nail_train_000202.png,640,640,3,1,JPEG,PNG,25.1,1.99,24161,0.058987
train,train/images/nail_train_000203.jpg,train/masks/nail_train_000203.png,640,640,3,1,JPEG,PNG,26.76,2.51,13296,0.032461
train,train/images/nail_train_000204.jpg,train/masks/nail_train_000204.png,640,640,3,1,JPEG,PNG,34.65,2.31,13324,0.032529
train,train/images/nail_train_000205.jpg,train/masks/nail_train_000205.png,640,640,3,1,JPEG,PNG,36.34,1.59,6567,0.016033
train,train/images/nail_train_000206.jpg,train/masks/nail_train_000206.png,640,640,3,1,JPEG,PNG,34.26,1.6,6580,0.016064
train,train/images/nail_train_000207.jpg,train/masks/nail_train_000207.png,640,640,3,1,JPEG,PNG,26.32,2.15,12875,0.031433
train,train/images/nail_train_000208.jpg,train/masks/nail_train_000208.png,640,640,3,1,JPEG,PNG,26.59,1.97,12902,0.031499
train,train/images/nail_train_000209.jpg,train/masks/nail_train_000209.png,640,640,3,1,JPEG,PNG,34.79,1.51,5538,0.013521
train,train/images/nail_train_000210.jpg,train/masks/nail_train_000210.png,640,640,3,1,JPEG,PNG,40.94,1.48,5534,0.013511
train,train/images/nail_train_000212.jpg,train/masks/nail_train_000212.png,640,640,3,1,JPEG,PNG,21.87,1.28,4759,0.011619
train,train/images/nail_train_000213.jpg,train/masks/nail_train_000213.png,640,640,3,1,JPEG,PNG,37.55,3.69,30477,0.074407
train,train/images/nail_train_000215.jpg,train/masks/nail_train_000215.png,640,640,3,1,JPEG,PNG,17.65,1.12,4768,0.011641
train,train/images/nail_train_000216.jpg,train/masks/nail_train_000216.png,640,640,3,1,JPEG,PNG,19.54,1.11,4811,0.011746
train,train/images/nail_train_000217.jpg,train/masks/nail_train_000217.png,640,640,3,1,JPEG,PNG,25.51,1.33,4901,0.011965
train,train/images/nail_train_000218.jpg,train/masks/nail_train_000218.png,640,640,3,1,JPEG,PNG,22.49,1.25,4893,0.011946
train,train/images/nail_train_000219.jpg,train/masks/nail_train_000219.png,640,640,3,1,JPEG,PNG,25.31,3.3,32030,0.078198
train,train/images/nail_train_000220.jpg,train/masks/nail_train_000220.png,640,640,3,1,JPEG,PNG,27.19,3.05,30234,0.073813
train,train/images/nail_train_000221.jpg,train/masks/nail_train_000221.png,640,640,3,1,JPEG,PNG,24.19,1.8,16233,0.039631
train,train/images/nail_train_000222.jpg,train/masks/nail_train_000222.png,640,640,3,1,JPEG,PNG,26.27,2.11,16246,0.039663
train,train/images/nail_train_000223.jpg,train/masks/nail_train_000223.png,640,640,3,1,JPEG,PNG,29.17,2.03,7752,0.018926
train,train/images/nail_train_000224.jpg,train/masks/nail_train_000224.png,640,640,3,1,JPEG,PNG,29.96,1.92,7741,0.018899
train,train/images/nail_train_000225.jpg,train/masks/nail_train_000225.png,640,640,3,1,JPEG,PNG,17.89,1.27,5819,0.014207
train,train/images/nail_train_000226.jpg,train/masks/nail_train_000226.png,640,640,3,1,JPEG,PNG,14.52,1.48,5791,0.014138
train,train/images/nail_train_000227.jpg,train/masks/nail_train_000227.png,640,640,3,1,JPEG,PNG,16.84,1.74,8336,0.020352
train,train/images/nail_train_000228.jpg,train/masks/nail_train_000228.png,640,640,3,1,JPEG,PNG,19.37,1.48,8320,0.020313
train,train/images/nail_train_000230.jpg,train/masks/nail_train_000230.png,640,640,3,1,JPEG,PNG,29.78,2.62,20834,0.050864
train,train/images/nail_train_000231.jpg,train/masks/nail_train_000231.png,640,640,3,1,JPEG,PNG,36,3.17,32730,0.079907
train,train/images/nail_train_000232.jpg,train/masks/nail_train_000232.png,640,640,3,1,JPEG,PNG,34.23,3.14,32675,0.079773
train,train/images/nail_train_000233.jpg,train/masks/nail_train_000233.png,640,640,3,1,JPEG,PNG,19.38,1.63,8226,0.020083
train,train/images/nail_train_000234.jpg,train/masks/nail_train_000234.png,640,640,3,1,JPEG,PNG,21.58,1.7,8260,0.020166
train,train/images/nail_train_000235.jpg,train/masks/nail_train_000235.png,640,640,3,1,JPEG,PNG,14.67,1.11,2608,0.006367
train,train/images/nail_train_000236.jpg,train/masks/nail_train_000236.png,640,640,3,1,JPEG,PNG,17.54,1.03,2627,0.006414
train,train/images/nail_train_000239.jpg,train/masks/nail_train_000239.png,640,640,3,1,JPEG,PNG,27.43,4,101807,0.248552
train,train/images/nail_train_000240.jpg,train/masks/nail_train_000240.png,640,640,3,1,JPEG,PNG,27.01,3.56,101790,0.248511
train,train/images/nail_train_000242.jpg,train/masks/nail_train_000242.png,640,640,3,1,JPEG,PNG,26.1,1.5,6871,0.016775
train,train/images/nail_train_000243.jpg,train/masks/nail_train_000243.png,640,640,3,1,JPEG,PNG,34.21,1.67,11660,0.028467
train,train/images/nail_train_000244.jpg,train/masks/nail_train_000244.png,640,640,3,1,JPEG,PNG,35.15,2.04,11594,0.028306
